2025-08-20 16:59:09,068 - INFO - Starting SHODes Framework
2025-08-20 16:59:09,068 - INFO - Generated data for mecpot
2025-08-20 16:59:09,198 - INFO - Saved Data to data/mecpot_data.csv
2025-08-20 16:59:09,219 - INFO - Generated data for genpot1
2025-08-20 16:59:09,281 - INFO - Saved Data to data/genpot1_data.csv
2025-08-20 16:59:09,297 - INFO - Generated data for genpot2
2025-08-20 16:59:09,385 - INFO - Saved Data to data/genpot2_data.csv
2025-08-20 16:59:09,402 - INFO - Generated data for genpot3
2025-08-20 16:59:09,453 - INFO - Saved Data to data/genpot3_data.csv
2025-08-20 17:11:38,097 - INFO - Starting SHODes Framework
2025-08-20 17:11:38,097 - INFO - Generated data for mecpot
2025-08-20 17:11:38,166 - INFO - Saved Data to data/mecpot_data.csv
2025-08-20 17:11:38,185 - INFO - Generated data for genpot1
2025-08-20 17:11:38,250 - INFO - Saved Data to data/genpot1_data.csv
2025-08-20 17:11:38,267 - INFO - Generated data for genpot2
2025-08-20 17:11:38,332 - INFO - Saved Data to data/genpot2_data.csv
2025-08-20 17:11:38,348 - INFO - Generated data for genpot3
2025-08-20 17:11:38,411 - INFO - Saved Data to data/genpot3_data.csv
2025-08-20 17:11:41,874 - INFO - Training PINNs for mecpot
2025-08-20 17:11:42,374 - WARNING - Calling GradientTape.gradient on a persistent tape inside its context is significantly less efficient than calling it outside the context (it causes the gradient ops to be recorded on the tape, leading to increased CPU and memory usage). Only call GradientTape.gradient inside the context if you actually want to trace the gradient in order to compute higher order derivatives.
2025-08-20 17:11:42,418 - WARNING - Calling GradientTape.gradient on a persistent tape inside its context is significantly less efficient than calling it outside the context (it causes the gradient ops to be recorded on the tape, leading to increased CPU and memory usage). Only call GradientTape.gradient inside the context if you actually want to trace the gradient in order to compute higher order derivatives.
2025-08-20 19:21:33,132 - INFO - genpot2 PINN2, Epoch 1300, Loss: 0.0016
2025-08-20 19:21:43,017 - INFO - genpot2 PINN2, Epoch 1400, Loss: 0.0016
2025-08-20 19:21:52,746 - INFO - Saved PINN 2 for genpot2
2025-08-20 19:21:52,864 - INFO - genpot2 PINN3, Epoch 0, Loss: 0.8554
2025-08-20 19:22:02,668 - INFO - genpot2 PINN3, Epoch 100, Loss: 0.0258
2025-08-20 19:22:12,538 - INFO - genpot2 PINN3, Epoch 200, Loss: 0.0239
2025-08-20 19:22:22,446 - INFO - genpot2 PINN3, Epoch 300, Loss: 0.0189
2025-08-20 19:22:32,284 - INFO - genpot2 PINN3, Epoch 400, Loss: 0.0140
2025-08-20 19:22:42,045 - INFO - genpot2 PINN3, Epoch 500, Loss: 0.0135
2025-08-20 19:22:51,841 - INFO - genpot2 PINN3, Epoch 600, Loss: 0.0133
2025-08-20 19:23:01,683 - INFO - genpot2 PINN3, Epoch 700, Loss: 0.0133
2025-08-20 19:23:11,520 - INFO - genpot2 PINN3, Epoch 800, Loss: 0.0133
2025-08-20 19:23:21,352 - INFO - genpot2 PINN3, Epoch 900, Loss: 0.0132
2025-08-20 19:23:31,157 - INFO - genpot2 PINN3, Epoch 1000, Loss: 0.0132
2025-08-20 19:23:40,969 - INFO - genpot2 PINN3, Epoch 1100, Loss: 0.0132
2025-08-20 19:23:50,816 - INFO - genpot2 PINN3, Epoch 1200, Loss: 0.0132
2025-08-20 19:24:00,676 - INFO - genpot2 PINN3, Epoch 1300, Loss: 0.0132
2025-08-20 19:24:10,493 - INFO - genpot2 PINN3, Epoch 1400, Loss: 0.0131
2025-08-20 19:24:20,275 - INFO - Saved PINN 3 for genpot2
2025-08-20 19:24:20,400 - INFO - genpot2 PINN4, Epoch 0, Loss: 0.1499
2025-08-20 19:24:30,244 - INFO - genpot2 PINN4, Epoch 100, Loss: 0.0106
2025-08-20 19:24:40,082 - INFO - genpot2 PINN4, Epoch 200, Loss: 0.0103
2025-08-20 19:24:49,892 - INFO - genpot2 PINN4, Epoch 300, Loss: 0.0099
2025-08-20 19:24:59,769 - INFO - genpot2 PINN4, Epoch 400, Loss: 0.0093
2025-08-20 19:25:09,559 - INFO - genpot2 PINN4, Epoch 500, Loss: 0.0079
2025-08-20 19:25:19,401 - INFO - genpot2 PINN4, Epoch 600, Loss: 0.0064
2025-08-20 19:25:29,257 - INFO - genpot2 PINN4, Epoch 700, Loss: 0.0059
2025-08-20 19:25:39,137 - INFO - genpot2 PINN4, Epoch 800, Loss: 0.0058
2025-08-20 19:25:48,983 - INFO - genpot2 PINN4, Epoch 900, Loss: 0.0057
2025-08-20 19:25:58,811 - INFO - genpot2 PINN4, Epoch 1000, Loss: 0.0057
2025-08-20 19:26:08,655 - INFO - genpot2 PINN4, Epoch 1100, Loss: 0.0057
2025-08-20 19:26:18,509 - INFO - genpot2 PINN4, Epoch 1200, Loss: 0.0056
2025-08-20 19:26:28,361 - INFO - genpot2 PINN4, Epoch 1300, Loss: 0.0056
2025-08-20 19:26:38,238 - INFO - genpot2 PINN4, Epoch 1400, Loss: 0.0056
2025-08-20 19:26:47,985 - INFO - Saved PINN 4 for genpot2
2025-08-20 19:26:48,102 - INFO - genpot2 PINN5, Epoch 0, Loss: 0.0269
2025-08-20 19:26:57,936 - INFO - genpot2 PINN5, Epoch 100, Loss: 0.0018
2025-08-20 19:27:07,714 - INFO - genpot2 PINN5, Epoch 200, Loss: 0.0016
2025-08-20 19:27:17,548 - INFO - genpot2 PINN5, Epoch 300, Loss: 0.0016
2025-08-20 19:27:27,440 - INFO - genpot2 PINN5, Epoch 400, Loss: 0.0015
2025-08-20 19:27:37,215 - INFO - genpot2 PINN5, Epoch 500, Loss: 0.0014
2025-08-20 19:27:47,007 - INFO - genpot2 PINN5, Epoch 600, Loss: 0.0014
2025-08-20 19:27:56,795 - INFO - genpot2 PINN5, Epoch 700, Loss: 0.0013
2025-08-20 19:28:06,554 - INFO - genpot2 PINN5, Epoch 800, Loss: 0.0012
2025-08-20 19:28:16,358 - INFO - genpot2 PINN5, Epoch 900, Loss: 0.0011
2025-08-20 19:28:26,098 - INFO - genpot2 PINN5, Epoch 1000, Loss: 0.0011
2025-08-20 19:28:35,935 - INFO - genpot2 PINN5, Epoch 1100, Loss: 0.0010
2025-08-20 19:28:45,721 - INFO - genpot2 PINN5, Epoch 1200, Loss: 0.0010
2025-08-20 19:28:55,495 - INFO - genpot2 PINN5, Epoch 1300, Loss: 0.0009
2025-08-20 19:29:05,287 - INFO - genpot2 PINN5, Epoch 1400, Loss: 0.0009
2025-08-20 19:29:15,048 - INFO - Saved PINN 5 for genpot2
2025-08-20 19:29:15,165 - INFO - genpot2 PINN6, Epoch 0, Loss: 0.1197
2025-08-20 19:29:25,066 - INFO - genpot2 PINN6, Epoch 100, Loss: 0.0183
2025-08-20 19:29:34,919 - INFO - genpot2 PINN6, Epoch 200, Loss: 0.0169
2025-08-20 19:29:44,797 - INFO - genpot2 PINN6, Epoch 300, Loss: 0.0136
2025-08-20 19:29:54,661 - INFO - genpot2 PINN6, Epoch 400, Loss: 0.0110
2025-08-20 19:30:04,539 - INFO - genpot2 PINN6, Epoch 500, Loss: 0.0107
2025-08-20 19:30:14,437 - INFO - genpot2 PINN6, Epoch 600, Loss: 0.0106
2025-08-20 19:30:24,332 - INFO - genpot2 PINN6, Epoch 700, Loss: 0.0106
2025-08-20 19:30:34,208 - INFO - genpot2 PINN6, Epoch 800, Loss: 0.0105
2025-08-20 19:30:44,049 - INFO - genpot2 PINN6, Epoch 900, Loss: 0.0105
2025-08-20 19:30:53,910 - INFO - genpot2 PINN6, Epoch 1000, Loss: 0.0105
2025-08-20 19:31:03,801 - INFO - genpot2 PINN6, Epoch 1100, Loss: 0.0104
2025-08-20 19:31:13,667 - INFO - genpot2 PINN6, Epoch 1200, Loss: 0.0104
2025-08-20 19:31:23,589 - INFO - genpot2 PINN6, Epoch 1300, Loss: 0.0104
2025-08-20 19:31:33,462 - INFO - genpot2 PINN6, Epoch 1400, Loss: 0.0104
2025-08-20 19:31:43,244 - INFO - Saved PINN 6 for genpot2
2025-08-20 19:31:43,361 - INFO - genpot2 PINN7, Epoch 0, Loss: 0.2799
2025-08-20 19:31:53,251 - INFO - genpot2 PINN7, Epoch 100, Loss: 0.0044
2025-08-20 19:32:03,096 - INFO - genpot2 PINN7, Epoch 200, Loss: 0.0041
2025-08-20 19:32:12,950 - INFO - genpot2 PINN7, Epoch 300, Loss: 0.0039
2025-08-20 19:32:22,827 - INFO - genpot2 PINN7, Epoch 400, Loss: 0.0037
2025-08-20 19:32:32,632 - INFO - genpot2 PINN7, Epoch 500, Loss: 0.0032
2025-08-20 19:32:42,490 - INFO - genpot2 PINN7, Epoch 600, Loss: 0.0026
2025-08-20 19:32:52,318 - INFO - genpot2 PINN7, Epoch 700, Loss: 0.0023
2025-08-20 19:33:02,177 - INFO - genpot2 PINN7, Epoch 800, Loss: 0.0022
2025-08-20 19:33:12,057 - INFO - genpot2 PINN7, Epoch 900, Loss: 0.0022
2025-08-20 19:33:21,845 - INFO - genpot2 PINN7, Epoch 1000, Loss: 0.0022
2025-08-20 19:33:31,688 - INFO - genpot2 PINN7, Epoch 1100, Loss: 0.0022
2025-08-20 19:33:41,467 - INFO - genpot2 PINN7, Epoch 1200, Loss: 0.0022
2025-08-20 19:33:51,312 - INFO - genpot2 PINN7, Epoch 1300, Loss: 0.0022
2025-08-20 19:34:01,213 - INFO - genpot2 PINN7, Epoch 1400, Loss: 0.0022
2025-08-20 19:34:10,955 - INFO - Saved PINN 7 for genpot2
2025-08-20 19:34:11,070 - INFO - genpot2 PINN8, Epoch 0, Loss: 1.4453
2025-08-20 19:34:20,942 - INFO - genpot2 PINN8, Epoch 100, Loss: 0.0097
2025-08-20 19:34:30,815 - INFO - genpot2 PINN8, Epoch 200, Loss: 0.0087
2025-08-20 19:34:40,725 - INFO - genpot2 PINN8, Epoch 300, Loss: 0.0077
2025-08-20 19:34:50,679 - INFO - genpot2 PINN8, Epoch 400, Loss: 0.0062
2025-08-20 19:35:00,505 - INFO - genpot2 PINN8, Epoch 500, Loss: 0.0058
2025-08-20 19:35:10,341 - INFO - genpot2 PINN8, Epoch 600, Loss: 0.0057
2025-08-20 19:35:20,205 - INFO - genpot2 PINN8, Epoch 700, Loss: 0.0057
2025-08-20 19:35:30,053 - INFO - genpot2 PINN8, Epoch 800, Loss: 0.0056
2025-08-20 19:35:39,926 - INFO - genpot2 PINN8, Epoch 900, Loss: 0.0056
2025-08-20 19:35:49,817 - INFO - genpot2 PINN8, Epoch 1000, Loss: 0.0056
2025-08-20 19:35:59,664 - INFO - genpot2 PINN8, Epoch 1100, Loss: 0.0056
2025-08-20 19:36:09,499 - INFO - genpot2 PINN8, Epoch 1200, Loss: 0.0056
2025-08-20 19:36:19,378 - INFO - genpot2 PINN8, Epoch 1300, Loss: 0.0056
2025-08-20 19:36:29,271 - INFO - genpot2 PINN8, Epoch 1400, Loss: 0.0056
2025-08-20 19:36:39,074 - INFO - Saved PINN 8 for genpot2
2025-08-20 19:36:39,195 - INFO - genpot2 PINN9, Epoch 0, Loss: 0.5616
2025-08-20 19:36:49,070 - INFO - genpot2 PINN9, Epoch 100, Loss: 0.0156
2025-08-20 19:36:58,962 - INFO - genpot2 PINN9, Epoch 200, Loss: 0.0147
2025-08-20 19:37:08,816 - INFO - genpot2 PINN9, Epoch 300, Loss: 0.0127
2025-08-20 19:37:18,689 - INFO - genpot2 PINN9, Epoch 400, Loss: 0.0096
2025-08-20 19:37:28,528 - INFO - genpot2 PINN9, Epoch 500, Loss: 0.0092
2025-08-20 19:37:38,359 - INFO - genpot2 PINN9, Epoch 600, Loss: 0.0091
2025-08-20 19:37:48,235 - INFO - genpot2 PINN9, Epoch 700, Loss: 0.0090
2025-08-20 19:37:58,135 - INFO - genpot2 PINN9, Epoch 800, Loss: 0.0090
2025-08-20 19:38:07,967 - INFO - genpot2 PINN9, Epoch 900, Loss: 0.0090
2025-08-20 19:38:17,809 - INFO - genpot2 PINN9, Epoch 1000, Loss: 0.0090
2025-08-20 19:38:27,584 - INFO - genpot2 PINN9, Epoch 1100, Loss: 0.0089
2025-08-20 19:38:37,451 - INFO - genpot2 PINN9, Epoch 1200, Loss: 0.0089
2025-08-20 19:38:47,323 - INFO - genpot2 PINN9, Epoch 1300, Loss: 0.0089
2025-08-20 19:38:57,224 - INFO - genpot2 PINN9, Epoch 1400, Loss: 0.0089
2025-08-20 19:39:07,037 - INFO - Saved PINN 9 for genpot2
2025-08-20 19:39:07,155 - INFO - genpot2 PINN10, Epoch 0, Loss: 3.1423
2025-08-20 19:39:17,066 - INFO - genpot2 PINN10, Epoch 100, Loss: 0.0105
2025-08-20 19:39:26,941 - INFO - genpot2 PINN10, Epoch 200, Loss: 0.0095
2025-08-20 19:39:36,810 - INFO - genpot2 PINN10, Epoch 300, Loss: 0.0086
2025-08-20 19:39:46,632 - INFO - genpot2 PINN10, Epoch 400, Loss: 0.0073
2025-08-20 19:39:56,592 - INFO - genpot2 PINN10, Epoch 500, Loss: 0.0061
2025-08-20 19:40:06,518 - INFO - genpot2 PINN10, Epoch 600, Loss: 0.0056
2025-08-20 19:40:16,441 - INFO - genpot2 PINN10, Epoch 700, Loss: 0.0055
2025-08-20 19:40:26,365 - INFO - genpot2 PINN10, Epoch 800, Loss: 0.0054
2025-08-20 19:40:36,238 - INFO - genpot2 PINN10, Epoch 900, Loss: 0.0054
2025-08-20 19:40:46,131 - INFO - genpot2 PINN10, Epoch 1000, Loss: 0.0053
2025-08-20 19:40:56,004 - INFO - genpot2 PINN10, Epoch 1100, Loss: 0.0053
2025-08-20 19:41:05,908 - INFO - genpot2 PINN10, Epoch 1200, Loss: 0.0053
2025-08-20 19:41:15,801 - INFO - genpot2 PINN10, Epoch 1300, Loss: 0.0053
2025-08-20 19:41:25,720 - INFO - genpot2 PINN10, Epoch 1400, Loss: 0.0053
2025-08-20 19:41:35,546 - INFO - Saved PINN 10 for genpot2
2025-08-20 19:41:35,662 - INFO - genpot2 PINN11, Epoch 0, Loss: 1.6132
2025-08-20 19:41:45,610 - INFO - genpot2 PINN11, Epoch 100, Loss: 0.0087
2025-08-20 19:41:55,519 - INFO - genpot2 PINN11, Epoch 200, Loss: 0.0076
2025-08-20 19:42:05,468 - INFO - genpot2 PINN11, Epoch 300, Loss: 0.0071
2025-08-20 19:42:15,341 - INFO - genpot2 PINN11, Epoch 400, Loss: 0.0062
2025-08-20 19:42:25,237 - INFO - genpot2 PINN11, Epoch 500, Loss: 0.0049
2025-08-20 19:42:35,151 - INFO - genpot2 PINN11, Epoch 600, Loss: 0.0044
2025-08-20 19:42:45,055 - INFO - genpot2 PINN11, Epoch 700, Loss: 0.0043
2025-08-20 19:42:54,980 - INFO - genpot2 PINN11, Epoch 800, Loss: 0.0042
2025-08-20 19:43:04,898 - INFO - genpot2 PINN11, Epoch 900, Loss: 0.0042
2025-08-20 19:43:14,776 - INFO - genpot2 PINN11, Epoch 1000, Loss: 0.0042
2025-08-20 19:43:24,698 - INFO - genpot2 PINN11, Epoch 1100, Loss: 0.0042
2025-08-20 19:43:34,597 - INFO - genpot2 PINN11, Epoch 1200, Loss: 0.0042
2025-08-20 19:43:44,520 - INFO - genpot2 PINN11, Epoch 1300, Loss: 0.0042
2025-08-20 19:43:54,503 - INFO - genpot2 PINN11, Epoch 1400, Loss: 0.0042
2025-08-20 19:44:04,348 - INFO - Saved PINN 11 for genpot2
2025-08-20 19:44:04,466 - INFO - genpot2 PINN12, Epoch 0, Loss: 0.3125
2025-08-20 19:44:14,346 - INFO - genpot2 PINN12, Epoch 100, Loss: 0.0164
2025-08-20 19:44:24,190 - INFO - genpot2 PINN12, Epoch 200, Loss: 0.0157
2025-08-20 19:44:34,111 - INFO - genpot2 PINN12, Epoch 300, Loss: 0.0150
2025-08-20 19:44:43,967 - INFO - genpot2 PINN12, Epoch 400, Loss: 0.0130
2025-08-20 19:44:53,881 - INFO - genpot2 PINN12, Epoch 500, Loss: 0.0100
2025-08-20 19:45:03,819 - INFO - genpot2 PINN12, Epoch 600, Loss: 0.0097
2025-08-20 19:45:13,720 - INFO - genpot2 PINN12, Epoch 700, Loss: 0.0096
2025-08-20 19:45:23,610 - INFO - genpot2 PINN12, Epoch 800, Loss: 0.0096
2025-08-20 19:45:33,495 - INFO - genpot2 PINN12, Epoch 900, Loss: 0.0096
2025-08-20 19:45:43,441 - INFO - genpot2 PINN12, Epoch 1000, Loss: 0.0096
2025-08-20 19:45:53,347 - INFO - genpot2 PINN12, Epoch 1100, Loss: 0.0095
2025-08-20 19:46:03,272 - INFO - genpot2 PINN12, Epoch 1200, Loss: 0.0095
2025-08-20 19:46:13,148 - INFO - genpot2 PINN12, Epoch 1300, Loss: 0.0095
2025-08-20 19:46:23,059 - INFO - genpot2 PINN12, Epoch 1400, Loss: 0.0095
2025-08-20 19:46:32,848 - INFO - Saved PINN 12 for genpot2
2025-08-20 19:46:32,967 - INFO - genpot2 PINN13, Epoch 0, Loss: 0.0272
2025-08-20 19:46:42,916 - INFO - genpot2 PINN13, Epoch 100, Loss: 0.0024
2025-08-20 19:46:52,761 - INFO - genpot2 PINN13, Epoch 200, Loss: 0.0022
2025-08-20 19:47:02,637 - INFO - genpot2 PINN13, Epoch 300, Loss: 0.0021
2025-08-20 19:47:12,542 - INFO - genpot2 PINN13, Epoch 400, Loss: 0.0020
2025-08-20 19:47:22,450 - INFO - genpot2 PINN13, Epoch 500, Loss: 0.0019
2025-08-20 19:47:32,316 - INFO - genpot2 PINN13, Epoch 600, Loss: 0.0017
2025-08-20 19:47:42,207 - INFO - genpot2 PINN13, Epoch 700, Loss: 0.0016
2025-08-20 19:47:52,061 - INFO - genpot2 PINN13, Epoch 800, Loss: 0.0014
2025-08-20 19:48:01,958 - INFO - genpot2 PINN13, Epoch 900, Loss: 0.0013
2025-08-20 19:48:11,855 - INFO - genpot2 PINN13, Epoch 1000, Loss: 0.0013
2025-08-20 19:48:21,710 - INFO - genpot2 PINN13, Epoch 1100, Loss: 0.0012
2025-08-20 19:48:31,623 - INFO - genpot2 PINN13, Epoch 1200, Loss: 0.0012
2025-08-20 19:48:41,598 - INFO - genpot2 PINN13, Epoch 1300, Loss: 0.0012
2025-08-20 19:48:51,467 - INFO - genpot2 PINN13, Epoch 1400, Loss: 0.0012
2025-08-20 19:49:01,317 - INFO - Saved PINN 13 for genpot2
2025-08-20 19:49:01,432 - INFO - genpot2 PINN14, Epoch 0, Loss: 2.7565
2025-08-20 19:49:11,370 - INFO - genpot2 PINN14, Epoch 100, Loss: 0.0214
2025-08-20 19:49:21,316 - INFO - genpot2 PINN14, Epoch 200, Loss: 0.0202
2025-08-20 19:49:31,221 - INFO - genpot2 PINN14, Epoch 300, Loss: 0.0172
2025-08-20 19:49:41,101 - INFO - genpot2 PINN14, Epoch 400, Loss: 0.0120
2025-08-20 19:49:51,017 - INFO - genpot2 PINN14, Epoch 500, Loss: 0.0113
2025-08-20 19:50:00,973 - INFO - genpot2 PINN14, Epoch 600, Loss: 0.0111
2025-08-20 19:50:10,879 - INFO - genpot2 PINN14, Epoch 700, Loss: 0.0111
2025-08-20 19:50:20,761 - INFO - genpot2 PINN14, Epoch 800, Loss: 0.0110
2025-08-20 19:50:30,650 - INFO - genpot2 PINN14, Epoch 900, Loss: 0.0110
2025-08-20 19:50:40,487 - INFO - genpot2 PINN14, Epoch 1000, Loss: 0.0110
2025-08-20 19:50:50,412 - INFO - genpot2 PINN14, Epoch 1100, Loss: 0.0110
2025-08-20 19:51:00,339 - INFO - genpot2 PINN14, Epoch 1200, Loss: 0.0110
2025-08-20 19:51:10,210 - INFO - genpot2 PINN14, Epoch 1300, Loss: 0.0109
2025-08-20 19:51:20,146 - INFO - genpot2 PINN14, Epoch 1400, Loss: 0.0109
2025-08-20 19:51:29,970 - INFO - Saved PINN 14 for genpot2
2025-08-20 19:51:30,088 - INFO - genpot2 PINN15, Epoch 0, Loss: 0.0741
2025-08-20 19:51:40,040 - INFO - genpot2 PINN15, Epoch 100, Loss: 0.0059
2025-08-20 19:51:49,944 - INFO - genpot2 PINN15, Epoch 200, Loss: 0.0054
2025-08-20 19:51:59,842 - INFO - genpot2 PINN15, Epoch 300, Loss: 0.0051
2025-08-20 19:52:09,783 - INFO - genpot2 PINN15, Epoch 400, Loss: 0.0050
2025-08-20 19:52:19,697 - INFO - genpot2 PINN15, Epoch 500, Loss: 0.0047
2025-08-20 19:52:29,602 - INFO - genpot2 PINN15, Epoch 600, Loss: 0.0044
2025-08-20 19:52:39,532 - INFO - genpot2 PINN15, Epoch 700, Loss: 0.0040
2025-08-20 19:52:49,455 - INFO - genpot2 PINN15, Epoch 800, Loss: 0.0035
2025-08-20 19:52:59,385 - INFO - genpot2 PINN15, Epoch 900, Loss: 0.0032
2025-08-20 19:53:09,222 - INFO - genpot2 PINN15, Epoch 1000, Loss: 0.0031
2025-08-20 19:53:19,127 - INFO - genpot2 PINN15, Epoch 1100, Loss: 0.0030
2025-08-20 19:53:29,067 - INFO - genpot2 PINN15, Epoch 1200, Loss: 0.0030
2025-08-20 19:53:38,980 - INFO - genpot2 PINN15, Epoch 1300, Loss: 0.0030
2025-08-20 19:53:48,839 - INFO - genpot2 PINN15, Epoch 1400, Loss: 0.0030
2025-08-20 19:53:58,670 - INFO - Saved PINN 15 for genpot2
2025-08-20 19:53:58,796 - INFO - genpot2 PINN16, Epoch 0, Loss: 0.4411
2025-08-20 19:54:08,733 - INFO - genpot2 PINN16, Epoch 100, Loss: 0.0018
2025-08-20 19:54:18,619 - INFO - genpot2 PINN16, Epoch 200, Loss: 0.0016
2025-08-20 19:54:28,563 - INFO - genpot2 PINN16, Epoch 300, Loss: 0.0016
2025-08-20 19:54:38,465 - INFO - genpot2 PINN16, Epoch 400, Loss: 0.0015
2025-08-20 19:54:48,388 - INFO - genpot2 PINN16, Epoch 500, Loss: 0.0015
2025-08-20 19:54:58,205 - INFO - genpot2 PINN16, Epoch 600, Loss: 0.0014
2025-08-20 19:55:08,139 - INFO - genpot2 PINN16, Epoch 700, Loss: 0.0014
2025-08-20 19:55:18,040 - INFO - genpot2 PINN16, Epoch 800, Loss: 0.0013
2025-08-20 19:55:27,944 - INFO - genpot2 PINN16, Epoch 900, Loss: 0.0012
2025-08-20 19:55:37,858 - INFO - genpot2 PINN16, Epoch 1000, Loss: 0.0012
2025-08-20 19:55:47,729 - INFO - genpot2 PINN16, Epoch 1100, Loss: 0.0011
2025-08-20 19:55:57,677 - INFO - genpot2 PINN16, Epoch 1200, Loss: 0.0010
2025-08-20 19:56:07,534 - INFO - genpot2 PINN16, Epoch 1300, Loss: 0.0010
2025-08-20 19:56:17,396 - INFO - genpot2 PINN16, Epoch 1400, Loss: 0.0010
2025-08-20 19:56:27,231 - INFO - Saved PINN 16 for genpot2
2025-08-20 19:56:27,355 - INFO - genpot2 PINN17, Epoch 0, Loss: 0.1216
2025-08-20 19:56:37,265 - INFO - genpot2 PINN17, Epoch 100, Loss: 0.0112
2025-08-20 19:56:47,188 - INFO - genpot2 PINN17, Epoch 200, Loss: 0.0107
2025-08-20 19:56:57,153 - INFO - genpot2 PINN17, Epoch 300, Loss: 0.0100
2025-08-20 19:57:07,016 - INFO - genpot2 PINN17, Epoch 400, Loss: 0.0084
2025-08-20 19:57:16,930 - INFO - genpot2 PINN17, Epoch 500, Loss: 0.0061
2025-08-20 19:57:26,902 - INFO - genpot2 PINN17, Epoch 600, Loss: 0.0058
2025-08-20 19:57:36,780 - INFO - genpot2 PINN17, Epoch 700, Loss: 0.0057
2025-08-20 19:57:46,691 - INFO - genpot2 PINN17, Epoch 800, Loss: 0.0057
2025-08-20 19:57:56,602 - INFO - genpot2 PINN17, Epoch 900, Loss: 0.0056
2025-08-20 19:58:06,529 - INFO - genpot2 PINN17, Epoch 1000, Loss: 0.0056
2025-08-20 19:58:16,422 - INFO - genpot2 PINN17, Epoch 1100, Loss: 0.0056
2025-08-20 19:58:26,308 - INFO - genpot2 PINN17, Epoch 1200, Loss: 0.0056
2025-08-20 19:58:36,182 - INFO - genpot2 PINN17, Epoch 1300, Loss: 0.0056
2025-08-20 19:58:46,080 - INFO - genpot2 PINN17, Epoch 1400, Loss: 0.0056
2025-08-20 19:58:55,909 - INFO - Saved PINN 17 for genpot2
2025-08-20 19:58:56,029 - INFO - genpot2 PINN18, Epoch 0, Loss: 0.0536
2025-08-20 19:59:05,919 - INFO - genpot2 PINN18, Epoch 100, Loss: 0.0218
2025-08-20 19:59:15,792 - INFO - genpot2 PINN18, Epoch 200, Loss: 0.0192
2025-08-20 19:59:25,725 - INFO - genpot2 PINN18, Epoch 300, Loss: 0.0125
2025-08-20 19:59:35,617 - INFO - genpot2 PINN18, Epoch 400, Loss: 0.0119
2025-08-20 19:59:45,527 - INFO - genpot2 PINN18, Epoch 500, Loss: 0.0118
2025-08-20 19:59:55,416 - INFO - genpot2 PINN18, Epoch 600, Loss: 0.0117
2025-08-20 20:00:05,292 - INFO - genpot2 PINN18, Epoch 700, Loss: 0.0117
2025-08-20 20:00:15,168 - INFO - genpot2 PINN18, Epoch 800, Loss: 0.0117
2025-08-20 20:00:25,089 - INFO - genpot2 PINN18, Epoch 900, Loss: 0.0117
2025-08-20 20:00:35,013 - INFO - genpot2 PINN18, Epoch 1000, Loss: 0.0116
2025-08-20 20:00:44,863 - INFO - genpot2 PINN18, Epoch 1100, Loss: 0.0118
2025-08-20 20:00:54,831 - INFO - genpot2 PINN18, Epoch 1200, Loss: 0.0116
2025-08-20 20:01:04,722 - INFO - genpot2 PINN18, Epoch 1300, Loss: 0.0116
2025-08-20 20:01:14,723 - INFO - genpot2 PINN18, Epoch 1400, Loss: 0.0116
2025-08-20 20:01:24,567 - INFO - Saved PINN 18 for genpot2
2025-08-20 20:01:24,687 - INFO - genpot2 PINN19, Epoch 0, Loss: 0.0844
2025-08-20 20:01:34,602 - INFO - genpot2 PINN19, Epoch 100, Loss: 0.0055
2025-08-20 20:01:44,514 - INFO - genpot2 PINN19, Epoch 200, Loss: 0.0052
2025-08-20 20:01:54,406 - INFO - genpot2 PINN19, Epoch 300, Loss: 0.0048
2025-08-20 20:02:04,334 - INFO - genpot2 PINN19, Epoch 400, Loss: 0.0043
2025-08-20 20:02:14,286 - INFO - genpot2 PINN19, Epoch 500, Loss: 0.0036
2025-08-20 20:02:24,246 - INFO - genpot2 PINN19, Epoch 600, Loss: 0.0031
2025-08-20 20:02:34,108 - INFO - genpot2 PINN19, Epoch 700, Loss: 0.0029
2025-08-20 20:02:44,002 - INFO - genpot2 PINN19, Epoch 800, Loss: 0.0028
2025-08-20 20:02:53,907 - INFO - genpot2 PINN19, Epoch 900, Loss: 0.0028
2025-08-20 20:03:03,788 - INFO - genpot2 PINN19, Epoch 1000, Loss: 0.0028
2025-08-20 20:03:13,717 - INFO - genpot2 PINN19, Epoch 1100, Loss: 0.0028
2025-08-20 20:03:23,652 - INFO - genpot2 PINN19, Epoch 1200, Loss: 0.0028
2025-08-20 20:03:33,578 - INFO - genpot2 PINN19, Epoch 1300, Loss: 0.0027
2025-08-20 20:03:43,441 - INFO - genpot2 PINN19, Epoch 1400, Loss: 0.0027
2025-08-20 20:03:53,280 - INFO - Saved PINN 19 for genpot2
2025-08-20 20:03:53,398 - INFO - genpot2 PINN20, Epoch 0, Loss: 0.7609
2025-08-20 20:04:03,293 - INFO - genpot2 PINN20, Epoch 100, Loss: 0.0019
2025-08-20 20:04:13,212 - INFO - genpot2 PINN20, Epoch 200, Loss: 0.0018
2025-08-20 20:04:23,084 - INFO - genpot2 PINN20, Epoch 300, Loss: 0.0017
2025-08-20 20:04:32,888 - INFO - genpot2 PINN20, Epoch 400, Loss: 0.0016
2025-08-20 20:04:42,751 - INFO - genpot2 PINN20, Epoch 500, Loss: 0.0015
